run_id,timestamp,course_name,module_name,module_type,status,block_reason,evidence,next_action
run-20260405-210908-8f03c8,2026-04-05T15:39:23.817223+00:00,Direct Course,XiGot KarmayogiDownload the mobile appDownload App,pdf,done,,pdf completion signal: text signal 'completed',Continue to next eligible module
