run_id,timestamp,course_name,module_name,module_type,status,block_reason,evidence,next_action
run-20260405-210418-e38cdc,2026-04-05T15:34:37.063517+00:00,Direct Course,course_discovery,unknown,blocked,technical_error,No module candidates discovered on course page,Open course manually and rerun discovery
