run_id,timestamp,course_name,module_name,module_type,status,block_reason,evidence,next_action
run-20260405-234534-23763a,2026-04-05T18:19:43.410391+00:00,Direct Course,Introduction to ChatGPT and Other LLMs,video,partial,,"video playback progressing (0.0s -> 14.4s) at 2.00x; speed target 2x, applied to 1/1 video element(s), ui_click=True; completion not yet confirmed; Auto video wait timed out after 221s",Allow playback to complete and rerun audit
