run_id,timestamp,course_name,module_name,module_type,status,block_reason,evidence,next_action
run-20260405-210811-b5445e,2026-04-05T15:38:25.837292+00:00,Direct Course,iGot,pdf,partial,,pdf module open; no completion signal yet,Review module requirements and continue
