run_id,timestamp,course_name,module_name,module_type,status,block_reason,evidence,next_action
run-20260405-235002-821ce1,2026-04-05T18:21:25.471934+00:00,Direct Course,Human Centered Design and Empathy,video,partial,,"video playback progressing (1.4s -> 17.9s) at 2.00x; speed target 2x, applied to 1/1 video element(s), ui_click=True; completion not yet confirmed; Auto video wait timed out after 56s",Allow playback to complete and rerun audit
